`,file_name,impd_code,site_name,site_code,Contributor,Longitude,Latitude,Reference
1015,usopb001.fhx,USOPB001,Old Pine Bluff,OPB,Morino_K,-106.5504,32.33903,NA
1018,uspaf001.fhx,USPAF001,Parachute Hill,PAF,Brown_PM,-105.4666667,40.23333333,NA
1020,uspea001.fhx,USPEA001,Peake Canyon,PEA_01,Brown_PM,-105.7216667,32.90333333,NA
1022,uspet001.fhx,USPET001,Peters Flat,PET,Grissino_Mayer_HD,-109.9333333,32.7,NA
1023,uspig001.fhx,USPIG001,Pigtail Bridge,PIG,Brown_PM,-103.493089,43.601078,NA
1024,usplt001.fhx,USPLT001,Plateau,PLT,Grissino_Mayer_HD,-108.4666667,37.63333333,NA
1028,uspno001.fhx,USPNO001,"Pino Canyon, Sandia Mountains",PNO,Baisan_CH,-106.434938,35.161314,NA
1029,uspov001.fhx,USPOV001,Poverty Flat,POV,Heyerdahl_EK,-115.7027679,44.82022228,NA
1030,uspow001.fhx,USPOW001,Powderhouse Gulch,POW,Shapiro_LB,-115.9469763,44.21493801,NA
1036,uspsc001.fhx,USPSC001,Pat Scott Peak,PSC,Danzer_S,-110.3453,31.43325,NA
1037,uspss001.fhx,USPSS001,Pines at Sunspot,PSS,Brown_PM,-105.8016667,32.79666667,NA
1038,usqzt001.fhx,USQZT001,Quartzite Aspect Polygon 1,NA,"Everett, R.L.",-117.62,48.28,NA
1039,usqzt002.fhx,USQZT002,Quartzite Aspect Polygon 2,NA,"Everett, R.L.",-117.62,48.28,NA
1040,usqzt003.fhx,USQZT003,Quartzite Aspect Polygon 3,NA,"Everett, R.L.",-117.62,48.28,NA
1041,usqzt004.fhx,USQZT004,Quartzite Aspect Polygon 4,NA,"Everett, R.L.",-117.62,48.28,NA
1042,usqzt005.fhx,USQZT005,Quartzite Aspect Polygon 5,NA,"Everett, R.L.",-117.62,48.28,NA
1043,usqzt006.fhx,USQZT006,Quartzite Aspect Polygon 6,NA,"Everett, R.L.",-117.62,48.28,NA
1044,usqzt007.fhx,USQZT007,Quartzite Aspect Polygon 7,NA,"Everett, R.L.",-117.62,48.28,NA
1045,usqzt008.fhx,USQZT008,Quartzite Aspect Polygon 8,NA,"Everett, R.L.",-117.62,48.28,NA
1046,usrad001.fhx,USRAD001,Raddue (site 2),RAD,Maruoka_KR,-119.2246719,44.5627546,NA
1049,usrey001.fhx,USREY001,Reynold's Prairie,REY,Brown_PM,-103.7,44.14166667,NA
1051,usrin001.fhx,USRIN001,Mica Mountain,RIN1,Baisan_CH,-110.542309,32.220804,NA
1052,usrin002.fhx,USRIN002,Rincon Peak,RIN2,Baisan_CH,-110.52166,32.124234,NA
1053,usrkh001.fhx,USRKH001,Rock House Spring,RKH,Morino_K,-106.54763,32.334,NA
1054,usrom001.fhx,USROM001,Round Mountain,ROM,Swetnam_TW,-105.642,35.87217,NA
1056,usrpe001.fhx,USRPE001,Riflepit Gulch East,RPE,Brown_PM,-104.058442,44.282581,NA
1058,usrpk001.fhx,USRPK001,"Rustler Park, Chiricahua Mountains",RPK,Grissino_Mayer_HD,-109.275528,31.906358,NA
1059,usrpn001.fhx,USRPN001,Riflepit Gulch North,RPN,Brown_PM,-104.058303,44.291386,NA
1060,usrpw001.fhx,USRPW001,Riflepit Gulch West,RPW,Brown_PM,-104.065639,44.282656,NA
1066,ussac001.fhx,USSAC001,Lower San Andreas,SAC,Brown_PM,-105.820334,32.819435,NA
1068,ussaw001.fhx,USSAW001,Sawmill Canyon,SAW,Danzer_S,-110.3697,31.447374,NA
1070,ussci001.fhx,USSCI001,Upper Fillmore Side Canyon #1,SCI,Morino_K,-106.5601,32.33253,NA
1071,usscn001.fhx,USSCN001,Spearfish Canyon North,SCN,Brown_PM,-103.8083333,44.20833333,NA
1072,ussdc001.fhx,USSDC001,Sara Deming Canyon,SDC_CNM,Baisan_CH,-109.328478,31.996747,NA
1073,ussdo001.fhx,USSDO001,Seed Orchard (site 4),SDO,Maruoka_KR,-118.314442,44.55768648,NA
1074,ussdp001.fhx,USSDP001,South Deep Aspect Polygon 1,NA,"Everett, R.L.",-117.67,48.75,NA
1075,ussdp002.fhx,USSDP002,South Deep Aspect Polygon 2,NA,"Everett, R.L.",-117.67,48.75,NA
1076,ussdp003.fhx,USSDP003,South Deep Aspect Polygon 3,NA,"Everett, R.L.",-117.67,48.75,NA
1077,ussdp004.fhx,USSDP004,South Deep Aspect Polygon 4,NA,"Everett, R.L.",-117.67,48.75,NA
1078,ussdp005.fhx,USSDP005,South Deep Aspect Polygon 5,NA,"Everett, R.L.",-117.67,48.75,NA
1079,ussdp006.fhx,USSDP006,South Deep Aspect Polygon 6,NA,"Everett, R.L.",-117.67,48.75,NA
1080,ussdp007.fhx,USSDP007,South Deep Aspect Polygon 7,NA,"Everett, R.L.",-117.67,48.75,NA
1081,ussdp008.fhx,USSDP008,South Deep Aspect Polygon 8,NA,"Everett, R.L.",-117.67,48.75,NA
1082,ussdp009.fhx,USSDP009,South Deep Aspect Polygon 9,NA,"Everett, R.L.",-117.67,48.75,NA
1083,ussdp010.fhx,USSDP010,South Deep Aspect Polygon 10,NA,"Everett, R.L.",-117.67,48.75,NA
1084,ussdp012.fhx,USSDP012,South Deep Aspect Polygon 12,NA,"Everett, R.L.",-117.67,48.75,NA
1085,ussdp013.fhx,USSDP013,South Deep Aspect Polygon 13,NA,"Everett, R.L.",-117.67,48.75,NA
1086,ussdp014.fhx,USSDP014,South Deep Aspect Polygon 14,NA,"Everett, R.L.",-117.67,48.75,NA
1087,ussdp015.fhx,USSDP015,South Deep Aspect Polygon 15,NA,"Everett, R.L.",-117.67,48.75,NA
1088,ussdp11a.fhx,USSDP11A,South Deep Aspect Polygon 11a,NA,"Everett, R.L.",-117.67,48.75,NA
1089,ussdp11b.fhx,USSDP11B,South Deep Aspect Polygon 11b,NA,"Everett, R.L.",-117.67,48.75,NA
1090,usshe001.fhx,USSHE001,Sheafman Creek,SHE,Heyerdahl_EK,-114.2409528,46.33745869,NA
1091,usslc001.fhx,USSLC001,Silver City,SLC,Brown_PM,-103.5333333,44.14166667,NA
1093,ussmi001.fhx,USSMI001,Smoothing Iron,SMI,Grissino_Mayer_HD,-108.35,37.53333333,NA
1094,ussml001.fhx,USSML001,Sawmill Creek Research Natural Area,SML,Heyerdahl_EK,-113.8951249,46.44954364,NA
1096,usspg001.fhx,USSPG001,Spaulding Gulch (site 11),SPG_1,Maruoka_KR,-118.2729701,44.76593272,NA
1097,usspm001.fhx,USSPM001,Spring Mountain (site 12),SPM,Maruoka_KR,-118.2462207,45.46278421,NA
1101,usssd001.fhx,USSSD001,Snag Saddle,SSD,Swetnam_TW,-106.5492,32.3375,NA
1102,usssp001.fhx,USSSP001,Sunspot,SSP_1,Brown_PM,-105.81256,32.79458,NA
1104,ustcd001.fhx,USTCD001,Taylor Creek,TCD,Grissino_Mayer_HD,-108.2166667,37.6,NA
1105,ustdp001.fhx,USTDP001,Teanaway Demonstration Project,TDP,Wright_CS,-120.9,47.26666667,NA
1106,usthc001.fhx,USTHC001,Thomas Creek,THC,Dieterich_J,-109.284,33.66165,NA
1108,ustrs001.fhx,USTRS001,Turkey Springs,TRS,Grissino_Mayer_HD,-107.1666667,37.3,NA
1109,ustry001.fhx,USTRY001,Troy (site 14),TRY,Maruoka_KR,-117.7098436,45.89649396,NA
1112,usttm001.fhx,USTTM001,Twenty-Three Mile Bar,TTM,Heyerdahl_EK,-115.4064474,46.07949481,NA
1113,ustuc001.fhx,USTUC001,Tucannon,TUC,Heyerdahl_EK,-117.6,46.177,NA
1114,ustwm001.fhx,USTWM001,Twenty Mile Aspect Polygon 1,NA,"Everett, R.L.",-120.08,48.67,NA
1115,ustwm002.fhx,USTWM002,Twenty Mile Aspect Polygon 2,NA,"Everett, R.L.",-120.08,48.67,NA
1116,ustwm003.fhx,USTWM003,Twenty Mile Aspect Polygon 3,NA,"Everett, R.L.",-120.08,48.67,NA
1117,ustwm004.fhx,USTWM004,Twenty Mile Aspect Polygon 4,NA,"Everett, R.L.",-120.08,48.67,NA
1118,ustwm005.fhx,USTWM005,Twenty Mile Aspect Polygon 5,NA,"Everett, R.L.",-120.08,48.67,NA
1119,ustwm006.fhx,USTWM006,Twenty Mile Aspect Polygon 6,NA,"Everett, R.L.",-120.08,48.67,NA
1120,ustwm007.fhx,USTWM007,Twenty Mile Aspect Polygon 7,NA,"Everett, R.L.",-120.08,48.67,NA
1121,ustwm008.fhx,USTWM008,Twenty Mile Aspect Polygon 8,NA,"Everett, R.L.",-120.08,48.67,NA
1122,ustwm009.fhx,USTWM009,Twenty Mile Aspect Polygon 9,NA,"Everett, R.L.",-120.08,48.67,NA
1123,ustwm010.fhx,USTWM010,Twenty Mile Aspect Polygon 10,NA,"Everett, R.L.",-120.08,48.67,NA
1124,ustwm011.fhx,USTWM011,Twenty Mile Aspect Polygon 11,NA,"Everett, R.L.",-120.08,48.67,NA
1125,ustwm012.fhx,USTWM012,Twenty Mile Aspect Polygon 12,NA,"Everett, R.L.",-120.08,48.67,NA
1126,ustwm013.fhx,USTWM013,Twenty Mile Aspect Polygon 13,NA,"Everett, R.L.",-120.08,48.67,NA
1127,usufw001.fhx,USUFW001,Upper Filmore West,UFW,Morino_K,-106.554,32.32851,NA
1128,usupc001.fhx,USUPC001,Upper Pine Creek,UPC,Brown_PM,-103.5,43.88333333,NA
1130,usupm001.fhx,USUPM001,Upper Pine Mid-Basin,UPM,Brown_PM,-103.5083333,43.875,NA
1131,usups001.fhx,USUPS001,Upper Pine Spring,UPS,Brown_PM,-105.791623,32.747515,NA
1132,ususa001.fhx,USUSA001,Upper San Andreas,USA,Brown_PM,-105.802357,32.82194,NA
1133,usviz001.fhx,USVIZ001,Sophie Lake,VIZ,Heyerdahl_EK,-115.1267224,48.97075621,NA
1134,uswac001.fhx,USWAC001,Water Canyon,WAC,Brown_PM,-105.780227,32.811159,NA
1135,uswac002.fhx,USWAC002,Walnut Canyon,WAC002,Swetnam_TW,-111.519805,35.175042,NA
1141,uswcn001.fhx,USWCN001,Wind Cave North,WCN,Brown_PM,-103.506181,43.639722,NA
1142,uswgb001.fhx,USWGB001,Washout Gulch Burn,WGB,Brown_PM,-105.6666667,40.73333333,NA
1143,uswid001.fhx,USWID001,Widow's Creek (site 1),WID,Maruoka_KR,-119.2911545,44.30711383,NA
1144,uswms001.fhx,USWMS001,Wet Mountains South,WMS,Brown_PM,-105.2333333,37.925,NA
1145,uswmy001.fhx,USWMY001,West Myrtle Creek (site 8),WMY,Maruoka_KR,-119.169008,43.92893757,NA
1146,uswom001.fhx,USWOM001,White Oak Mountain,NA,"Stambaugh, M.C.",-92.88,35.47,NA
1147,uswsh001.fhx,USWSH001,Wash Creek,WSH,Heyerdahl_EK,-115.9248505,44.04441712,NA
1148,uswsr001.fhx,USWSR001,Warm Springs Ridge,WSR,Heyerdahl_EK,-115.8972105,43.82558325,NA
1150,UWC.FHX,UWC,Upper Ward Canyon,UWC,Swetnam_TW,-109.296,31.85121,NA
1165,WAH.fhx,WAH,"Wah Wah Mtns, UT",WAH,Heyerdahl_EK,-113.5662,38.6116,NA
1166,WCH.fhx,WCH,"Bear River Range, UT",WCH,Heyerdahl_EK,-111.5046,41.8896,NA
1167,WCL.fhx,WCL,Wawona Campground Lower,WCL,Swetnam_TW,-119.690828,37.557233,NA
1168,WCP.FHX,WCP,Ward Canyon Pine,WCP,Swetnam_TW,-109.297,31.86291,NA
1169,WCU.FHX,WCU,Wawona Campground Upper,WCU,Swetnam_TW,-119.687,37.55247,NA
1176,WPN.FHX,WPN,Wawona Point North,WPN,Swetnam_TW,-119.601,37.519,NA
1177,WPS.FHX,WPS,Wawona Point South,WPS,Swetnam_TW,-119.605,37.51591,NA
1179,WTH.FHX,WTH,Biledo Peak Southwest,WTH,Swetnam_TW,-119.574,37.51162,NA
1180,WUN.fhx,WUN,"Western Uinta Mountains, UT",WUN,Heyerdahl_EK,-110.626,40.554,NA
1181,WWL.FHX,WWL,Wawona Lower,WWL,Swetnam_TW,-119.637531,37.53342,NA
1182,WWM.fhx,WWM,Wawona Upper,WWM,Swetnam_TW,-119.624795,37.531729,NA
1184,ZMT.FHX,ZMT,Zuni Mountains Tidwell,ZMT,Swetnam_TW,-108.134392,35.054556,NA
116,BURGESS.FHX,BURGESS,Burgess Meadows (Lassen Meadows),BUR,Taylor_A,-121.046935,40.703871,"Norman and Taylor, 2003"
157,CHAMPS.FHX,CHAMPS,Champs Flat (Lassen Meadows),CF,Taylor_A,-120.909849,40.728502,"Norman and Taylor, 2003"
257,GRAYS.FHX,GRAYS,Grays Valley (Lassen Meadows),GRAYS,Taylor_A,-121.105244,40.621373,"Norman and Taylor, 2003"
371,MCCOY.FHX,MCCOY,McCoy Flat (Lassen Meadows),MCCOY,Taylor_A,-120.859428,40.674044,"Norman and Taylor, 2003"
524,PINE-NTH.fhx,PINE-NTH,Pine Creek North (Lassen Meadows),PCN,Taylor_A,-120.968471,40.613156,"Norman and Taylor, 2003"
525,PINE-STH.fhx,PINE-STH,Pine Creek South (Lassen Meadows),PCS,Taylor_A,-121.035473,40.550355,"Norman and Taylor, 2003"
535,POISON.FHX,POISON,Poison Lake (Lassen Meadows),POIS,Taylor_A,-121.216942,40.660063,"Norman and Taylor, 2003"
659,SWAIN.FHX,SWAIN,Swains Hole (Lassen Meadows),SWA_2,Taylor_A,-121.276625,40.684819,"Norman and Taylor, 2003"
1,395.fhx,395,395,395,North_M,-118.96126,37.699863,"North et al., 2009"
36,Bald_Mtn.fhx,BALD_MTN,Bald Mtn,BALD,North_M,-118.994154,37.805804,"North et al., 2009"
42,BCP.fhx,BCP,Bristlecone,BCP,North_M,-118.180736,37.380808,"North et al., 2009"
99,Bridgepo.fhx,BRIDGEPO,Bridgeport,Bridge,North_M,-119.5414904,38.4376994,"North et al., 2009"
174,Cotton.fhx,COTTON,Cottonwood Mdw,Cotton,North_M,-118.167933,36.447731,"North et al., 2009"
258,Green.fhx,GREEN,Green Cr.,Green,North_M,-119.273963,38.11107,"North et al., 2009"
357,Logger.fhx,LOGGER,Loggers Flat,Logger,North_M,-118.448592,37.1418,"North et al., 2009"
358,Lookout.fhx,LOOKOUT,Lookout Mtn,Lookout,North_M,-118.94796,37.711516,"North et al., 2009"
500,Onion.fhx,ONION,Onion Valley,Onion,North_M,-118.337494,36.769033,"North et al., 2009"
574,Rockck.fhx,ROCKCK,Rock Creek,Rockck,North_M,-118.744046,37.452135,"North et al., 2009"
607,Rust.fhx,RUST,Rust Ridge,Rust,North_M,-118.941056,37.847506,"North et al., 2009"
631,Sierra.fhx,SIERRA,Sierraville,Sierra,North_M,-120.290099,39.57724,"North et al., 2009"
644,Spark.fhx,SPARK,Sparkplug,Spark,North_M,-118.322155,37.617292,"North et al., 2009"
1172,Whitney.fhx,WHITNEY,Whitney Portal,Whitney,North_M,-118.239204,36.588739,"North et al., 2009"
630,shp.fhx,SHP,Sheep Creek,SHP,Wu_R,-107.36245,37.3286,Peter estimated coordinates
149,CC2_1.FHX,CC2_1,Castle Creek,Castle,Swetnam_TW,-109.1975,33.696667,publication?
264,HA.FHX,HA,Horse A (Modoc),HA_1,Skinner_CN,-120.262,41.5168,"Riegel et al., 2006"
267,HB.FHX,HB,Horse B (Modoc),HB,Skinner_CN,-120.267,41.5167,"Riegel et al., 2006"
268,HC.FHX,HC,Horse C (Modoc),HC,Skinner_CN,-120.271,41.5211,"Riegel et al., 2006"
270,HD.FHX,HD,Horse D (Modoc),HD,Skinner_CN,-120.279,41.5239,"Riegel et al., 2006"
273,HF.FHX,HF,Horse F (Modoc),HF,Skinner_CN,-120.281,41.5221,"Riegel et al., 2006"
274,HG.FHX,HG,Horse G (Modoc),HG,Skinner_CN,-120.256,41.5169,"Riegel et al., 2006"
84,BLM.fhx,BLM,South Zuni Side,SZS,Rother_MT,-108.1046744,35.00848953,Rother and Grissino-Mayer 2014
503,OSN.fhx,OSN,Oso Ridge Head,ORH,Rother_MT,-108.1896371,35.13142289,Rother and Grissino-Mayer 2014
505,OSW.fhx,OSW,Oso Ridge Lookout,ORL,Rother_MT,-108.1200903,35.03916171,Rother and Grissino-Mayer 2014
512,PCC.fhx,PCC,Paxton Cinder Cone,PCC,Rother_MT,-108.0577023,35.06276867,Rother and Grissino-Mayer 2014
119,BWA.fhx,BWA,"Bear Wallow, San Carlos",BWA_1,Kaib_M,-109.4564,33.6083,San Carlos
215,DLK.fhx,DLK,"Dry Lake, San Carlos",DLK,Kaib_M,-109.8364,33.3494,San Carlos Report
253,GIM.fhx,GIM,"Gimme Tank, San Carlos",GIM,Kaib_M,-110.3736,33.6219,San Carlos Report
275,HIL.fhx,HIL,"Hilltop, San Carlos",HIL,Kaib_M,-110.3739,33.6219,San Carlos Report
368,MAL.fhx,MAL,"Malay Gap, San Carlos",MAL,Kaib_M,-109.5147,33.5767,San Carlos Report
537,POP.fhx,POP,"Point of Pines, San Carlos",POP,Kaib_M,-109.7992,33.3581,San Carlos Report
1016,usord001.fhx,USORD001,Mt. Ord,ORD,Kaib_M,-111.40993,33.90625,San Carlos Report
318,kfl.FHX,KFL,Kenney Flats,KFL,Wu_R,-106.90047,37.10922,sections of missing pipes/recording?
77,BIGHORN.fhx,BIGHORN,Bighorn,BigH,Sherriff_RL,-105.598212,40.410453,"Sherriff and Veblen, 2007/2008"
94,BPRAIRIE.fhx,BPRAIRIE,Box Prairie,BXP,Sherriff_RL,-105.461452,40.58131,"Sherriff and Veblen, 2007/2008"
124,CABIN.fhx,CABIN,Cabin Creek,CAB,Sherriff_RL,-105.498416,40.240412,"Sherriff and Veblen, 2007/2008"
129,CARIBOU.fhx,CARIBOU,Caribou Ranch,CARIB,Sherriff_RL,-105.522234,39.983949,"Sherriff and Veblen, 2007/2008"
208,Deer_rid.fhx,DEER_RID,Deer Ridge,Deer,Sherriff_RL,-105.518051,40.232971,"Sherriff and Veblen, 2007/2008"
230,FINCH.fhx,FINCH,Finch Lk Trail,FINCH,Sherriff_RL,-105.550943,40.204635,"Sherriff and Veblen, 2007/2008"
271,HEIL.fhx,HEIL,Heil Ranch,HEIL,Sherriff_RL,-105.31777,40.153122,"Sherriff and Veblen, 2007/2008"
278,HOGBACK.fhx,HOGBACK,Hogback Trail,HOG,Sherriff_RL,-105.296389,40.076667,"Sherriff and Veblen, 2007/2008"
279,Holowell.fhx,HOLOWELL,Holowell Park,Holo,Sherriff_RL,-105.605844,40.343139,"Sherriff and Veblen, 2007/2008"
346,Leemine.fhx,LEEMINE,Lee Mine,LEEM,Sherriff_RL,-105.465749,40.031976,"Sherriff and Veblen, 2007/2008"
364,LUMPY.fhx,LUMPY,Lumpy Ridge,LUMPY,Sherriff_RL,-105.547336,40.409156,"Sherriff and Veblen, 2007/2008"
392,MOODY.fhx,MOODY,Moody Hill,MOODY,Sherriff_RL,-105.378323,40.559824,"Sherriff and Veblen, 2007/2008"
429,NEEDLES.fhx,NEEDLES,Needles,NEEDLES,Sherriff_RL,-105.536152,40.40714,"Sherriff and Veblen, 2007/2008"
517,PENNPASS.fhx,PENNPASS,Pennock Pass,PENN,Sherriff_RL,-105.503002,40.582154,"Sherriff and Veblen, 2007/2008"
637,SMORAINE.fhx,SMORAINE,South Moraine,SMOR,Sherriff_RL,-105.617222,40.406944,"Sherriff and Veblen, 2007/2008"
663,TAYLORMT.fhx,TAYLORMT,Taylor Mtn.,TAY_MT,Sherriff_RL,-105.471057,40.207403,"Sherriff and Veblen, 2007/2008"
681,Tux_park.fhx,TUX_PARK,Tuxedo Park,Tux_park,Sherriff_RL,-105.578465,40.349335,"Sherriff and Veblen, 2007/2008"
930,ushhs001.fhx,USHHS001,Hells Hole South,HHS,Sherriff_RL,-105.6736592,39.64532702,"Sherriff et al., 2001, Ecoscience"
931,ushhw001.fhx,USHHW001,Hells Hole West,HHW,Sherriff_RL,-105.6813891,39.64915633,"Sherriff et al., 2001, Ecoscience"
938,ushv1001.fhx,USHV1001,Hidden Valley SE,HV1,Sherriff_RL,-105.6419526,40.3950212,"Sherriff et al., 2001, Ecoscience"
939,ushv2001.fhx,USHV2001,Hidden Valley South,HV2,Sherriff_RL,-105.6597767,40.38618205,"Sherriff et al., 2001, Ecoscience"
940,ushv3001.fhx,USHV3001,Hidden Valley West,HV3,Sherriff_RL,-105.676808,40.39275035,"Sherriff et al., 2001, Ecoscience"
968,usloc001.fhx,USLOC001,Loch Lomond,LOC,Sherriff_RL,-105.6672103,39.8228633,"Sherriff et al., 2001, Ecoscience"
1057,usrpe002.fhx,USRPE002,Rollins Pass East,RPE002,Sherriff_RL,-105.6280415,39.92273147,"Sherriff et al., 2001, Ecoscience"
1061,usrpw002.fhx,USRPW002,Rollins Pass West,RPW002,Sherriff_RL,-105.7044803,39.92526548,"Sherriff et al., 2001, Ecoscience"
1136,uswar001.fhx,USWAR001,Warrior Mountain,WAR,Sherriff_RL,-105.5593315,39.67512704,"Sherriff et al., 2001, Ecoscience"
1137,uswb1001.fhx,USWB1001,Wild Basin 1,WB1,Sherriff_RL,-105.6063771,40.21187508,"Sherriff et al., 2001, Ecoscience"
1138,uswb2001.fhx,USWB2001,Wild Basin 2,WB2,Sherriff_RL,-105.6324394,40.22173602,"Sherriff et al., 2001, Ecoscience"
1139,uswb3001.fhx,USWB3001,Wild Basin 3,WB3,Sherriff_RL,-105.5989803,40.22596823,"Sherriff et al., 2001, Ecoscience"
1140,uswb4001.fhx,USWB4001,Wild Basin 4,WB4,Sherriff_RL,-105.6403739,40.20313308,"Sherriff et al., 2001, Ecoscience"
227,Felkner.fhx,FELKNER,Felkner Ridge (Mendocino),Felk,Skinner_CN,-122.696,39.5214,"Skinner et al., FE, 2009"
286,IM1.fhx,IM1,Ivory Mill Rd. 1 (Mendocino),IM1,Skinner_CN,-122.695,39.5618,"Skinner et al., FE, 2009"
287,IM2.fhx,IM2,Ivory Mill Rd. 2 (Mendocino),IM2,Skinner_CN,-122.692,39.5556,"Skinner et al., FE, 2009"
288,IM3.fhx,IM3,Ivory Mill Rd. 3 (Mendocino),IM3,Skinner_CN,-122.683,39.5577,"Skinner et al., FE, 2009"
314,JSprings.fhx,JSPRINGS,Jerusalem Spring,Jsprings,Skinner_CN,-122.702,39.5614,"Skinner et al., FE, 2009"
387,MNFBC.FHX,MNFBC,Bland's Cove,BC_2,Stephens_S,-123.042,39.9276,"Skinner et al., FE, 2009"
388,MNFRB.FHX,MNFRB,Rocky Bench (Mendocino),RB,Stephens_S,-122.883,39.6943,"Skinner et al., FE, 2009"
412,mxazu001.fhx,MXAZU001,AZUL,AZUL,Skinner_CN,-115.4035,30.9563,Skinner_etal_Jbiog_2008
413,mxbla001.fhx,MXBLA001,BLAN,BLAN,Skinner_CN,-115.4797,31.0625,Skinner_etal_Jbiog_2008
416,mxcor001.fhx,MXCOR001,CORO,COR_MX,Skinner_CN,-115.5744,30.9931,Skinner_etal_Jbiog_2008
418,mxgru001.fhx,MXGRU001,GRUL,GRUL,Skinner_CN,-115.5227,30.9023,Skinner_etal_Jbiog_2008
421,mxpin001.fhx,MXPIN001,PINO,PINO,Skinner_CN,-115.5301,31.0208,Skinner_etal_Jbiog_2008
422,mxpue001.fhx,MXPUE001,PUER,PUER,Skinner_CN,-115.5828,30.9614,Skinner_etal_Jbiog_2008
423,mxpyr001.fhx,MXPYR001,PYRA,PYRA,Skinner_CN,-115.5049,30.8663,Skinner_etal_Jbiog_2008
425,mxtas001.fhx,MXTAS001,TASA,TASA,Skinner_CN,-115.5171,30.9623,Skinner_etal_Jbiog_2008
426,mxval001.fhx,MXVAL001,VALL,VALL,Skinner_CN,-115.4773,31,Skinner_etal_Jbiog_2008
427,mxwes001.fhx,MXWES001,WEST,WEST,Skinner_CN,-115.5751,31.035,Skinner_etal_Jbiog_2008
85,BLOD.fhx,BLOD,UC Blodgett Forest,BLOD,Stephens_S,-120.6575,38.9125,"Stephens and Collins, 2004"
244,GAMA06.fhx,GAMA06,GAMA06 (Klamath),GAMA06,Skinner_CN,-121.884,41.5459,"Taylor et al., 2008, Ritchie et al., 2005"
245,GAMA09.fhx,GAMA09,GAMA09 (Klamath),GAMA09,Skinner_CN,-121.873,41.5428,"Taylor et al., 2008, Ritchie et al., 2005"
246,GAMA13.fhx,GAMA13,GAMA13 (Klamath),GAMA13,Skinner_CN,-121.844,41.5875,"Taylor et al., 2008, Ritchie et al., 2005"
247,GAMA14.fhx,GAMA14,GAMA14 (Klamath),GAMA14,Skinner_CN,-121.842,41.596,"Taylor et al., 2008, Ritchie et al., 2005"
248,GAMA15.fhx,GAMA15,GAMA15 (Klamath),GAMA15,Skinner_CN,-121.842,41.588,"Taylor et al., 2008, Ritchie et al., 2005"
313,JP.fhx,JP,"Prospect Peak, LNP",JP,Taylor_A,-121.314499,40.569454,"Taylor, 2000"
316,JW.fhx,JW,"Prospect Peak, LNP",JP-WF,Taylor_A,-121.353061,40.548875,"Taylor, 2000"
565,RF.fhx,RF,"Prospect Peak, LNP",RF_WF,Taylor_A,-121.332119,40.566645,"Taylor, 2000"
15,ANC.fhx,ANC,"Sierra Anchas, Aztec Peak",ANC,Kaib_M,-110.914751,33.80607,Tonto report
25,ARM.fhx,ARM,"Sierra Anchas, Armor Mtn",ARM,Kaib_M,-110.98494,33.832457,Tonto report
155,CEN.fhx,CEN,"Sierra Anchas, Center Peak",CEN,Kaib_M,-110.915732,33.862153,Tonto report
251,GER2.FHX,GER2,"Webber Creek, Tonto",Webber,Kaib_M,-111.3806,34.4099,Tonto report
224,et.fhx,ET,El Tarillal (ET),ET,Yocom_L,-100.517,25.436,unpublished
259,GU.fhx,GU,Guachochi (GU),GU,Fulé_PZ,-107,26.5,unpublished
320,la_mx.fhx,LA_MX,La Armenia (LA),LA_MX,Yocom_L,-100.467,25.273,unpublished
322,lb.fhx,LB,Las Bateas (LB),LB,Yocom_L,-100.493,25.283,unpublished
353,lm.fhx,LM,Las Manzanas (LM),LM,Yocom_L,-100.494,25.269,unpublished
365,lv.fhx,LV,La Viga (LV),LV,Yocom_L,-100.548,25.362,unpublished
408,mu.fhx,MU,Muzgoso (MU),MU,Yocom_L,-100.536,25.364,unpublished
508,pa_mx.fhx,PA_MX,Paraiso (PA),PA_MX,Yocom_L,-100.518,25.361,unpublished
542,pu.fhx,PU,Puerto el Tarillal (PU),PU,Yocom_L,-100.541,25.437,unpublished
571,rn.fhx,RN,Rancho Nuevo (RN),RN,Yocom_L,-100.531,25.434,unpublished
161,CIN.fhx,CIN,Cinnamon Creek,CIN,Littell_J,-111.243914,45.120917,unpublished??
162,CIR.fhx,CIR,Crevice Creek,CIR,Littell_J,-110.565306,45.018457,unpublished??
615,SBC.fhx,SBC,Soda Butte Creek,SBC,Littell_J,-110.134756,44.884449,unpublished??
624,SEF.FHX,SEF,Sagehen Experimental Forest,SEF,Stephens_S,-120.232072,39.441552,"Vaillant and Stephens, 2009"
40,BC.FHX,BC,Bunker Creek Riparian/Upland,BC_1,North_M,-120.148667,39.176233,Van_de_Water_North_2010
109,BT_fixed.fhx,BT_FIXED,Butt Creek Riparian/upland,BT_2,North_M,-121.39387,40.174608,Van_de_Water_North_2010
115,BU_fixed.fhx,BU_FIXED,Burke Creek Riparian/upland,BU,North_M,-119.910787,38.983928,Van_de_Water_North_2010
118,BW_fixed.fhx,BW_FIXED,Blackwood Creek Riparian/upland,BW,North_M,-120.168788,39.110319,Van_de_Water_North_2010
123,CA_fixed.fhx,CA_FIXED,Carter Creek Riparian/upland,CA_2,North_M,-121.419053,40.229882,Van_de_Water_North_2010
206,DC_fixed.fhx,DC_FIXED,Dollar Creek Riparian/upland,DC,North_M,-120.099074,39.19925,Van_de_Water_North_2010
